order_id,shipping_date,shipping_days_actual,shipping_days_scheduled,shipping_mode,delivery_status,late_delivery_risk
72856,2017-12-01 12:21:00,2,4,Standard Class,Advance shipping,0
72897,2017-12-03 02:42:00,3,4,Standard Class,Advance shipping,0
20789,2015-11-05 10:57:00,5,4,Standard Class,Late delivery,1
23366,2015-12-10 01:48:00,2,4,Standard Class,Advance shipping,0
28967,2016-03-01 20:04:00,3,4,Standard Class,Advance shipping,0
26892,2016-01-31 13:06:00,3,4,Standard Class,Advance shipping,0
50741,2017-01-12 16:28:00,2,4,Standard Class,Advance shipping,0
43354,2016-09-29 20:29:00,5,4,Standard Class,Late delivery,1
27490,2016-02-12 06:37:00,6,4,Standard Class,Late delivery,1
21853,2015-11-19 23:43:00,4,4,Standard Class,Shipping on time,0
24747,2015-12-31 05:37:00,3,4,Standard Class,Advance shipping,0
25071,2016-01-03 23:08:00,2,4,Standard Class,Advance shipping,0
29413,2016-03-09 08:20:00,4,4,Standard Class,Shipping on time,0
25892,2016-01-16 22:46:00,3,4,Standard Class,Advance shipping,0
26700,2016-01-31 17:50:00,6,4,Standard Class,Late delivery,1
29302,2016-03-06 17:26:00,3,4,Standard Class,Advance shipping,0
74425,2017-12-28 10:02:00,6,4,Standard Class,Late delivery,1
27813,2016-02-14 23:46:00,4,4,Standard Class,Shipping on time,0
24679,2016-01-01 05:48:00,5,4,Standard Class,Late delivery,1
27755,2016-02-16 03:27:00,6,4,Standard Class,Late delivery,1
21151,2015-11-07 17:47:00,2,4,Standard Class,Advance shipping,0
29897,2016-03-15 09:54:00,3,4,Standard Class,Advance shipping,0
47371,2016-11-24 11:49:00,2,4,Standard Class,Advance shipping,0
28984,2016-03-04 02:02:00,5,4,Standard Class,Late delivery,1
24457,2015-12-27 00:01:00,3,4,Standard Class,Advance shipping,0
26715,2016-01-31 23:06:00,6,4,Standard Class,Late delivery,1
22675,2015-12-03 23:42:00,6,4,Standard Class,Late delivery,1
26948,2016-02-02 08:44:00,4,4,Standard Class,Shipping on time,0
30002,2016-03-16 22:41:00,3,4,Standard Class,Advance shipping,0
77064,2018-02-03 22:36:00,5,4,Standard Class,Late delivery,1
28918,2016-03-02 02:54:00,4,4,Standard Class,Shipping on time,0
26239,2016-01-24 00:20:00,5,4,Standard Class,Late delivery,1
76918,2018-01-31 19:27:00,4,4,Standard Class,Shipping on time,0
20424,2015-10-31 03:05:00,5,4,Standard Class,Late delivery,1
24050,2015-12-24 01:26:00,6,4,Standard Class,Late delivery,1
22281,2015-11-24 05:40:00,2,4,Standard Class,Advance shipping,0
24350,2015-12-28 10:32:00,6,4,Standard Class,Late delivery,1
72438,2017-11-27 09:54:00,4,4,Standard Class,Shipping on time,0
24502,2015-12-27 15:47:00,3,4,Standard Class,Advance shipping,0
41865,2016-09-09 02:49:00,6,4,Standard Class,Late delivery,1
23191,2015-12-07 12:29:00,2,4,Standard Class,Advance shipping,0
23248,2015-12-10 08:27:00,4,4,Standard Class,Shipping on time,0
23189,2015-12-10 11:47:00,5,4,Standard Class,Late delivery,1
27880,2016-02-17 23:15:00,6,4,Standard Class,Late delivery,1
26348,2016-01-24 14:31:00,4,4,Standard Class,Shipping on time,0
24944,2016-01-05 02:38:00,5,4,Standard Class,Late delivery,1
29232,2016-03-05 16:55:00,3,4,Standard Class,Advance shipping,0
23881,2015-12-17 14:13:00,2,4,Standard Class,Advance shipping,0
30163,2016-03-20 07:05:00,4,4,Standard Class,Shipping on time,0
75122,2018-01-04 14:13:00,3,4,Standard Class,Advance shipping,0
72049,2017-11-22 17:37:00,5,4,Standard Class,Late delivery,1
71973,2017-11-20 14:59:00,4,4,Standard Class,Shipping on time,0
28709,2016-02-29 01:41:00,5,4,Standard Class,Late delivery,1
71843,2017-11-18 17:27:00,4,4,Standard Class,Shipping on time,0
21266,2015-11-09 10:04:00,2,4,Standard Class,Advance shipping,0
21230,2015-11-12 21:27:00,6,4,Standard Class,Late delivery,1
21402,2015-11-12 09:43:00,3,4,Standard Class,Advance shipping,0
24257,2015-12-24 01:57:00,3,4,Standard Class,Advance shipping,0
25787,2016-01-15 09:59:00,3,4,Standard Class,Advance shipping,0
24540,2015-12-31 05:06:00,6,4,Standard Class,Late delivery,1
23923,2015-12-20 04:56:00,4,4,Standard Class,Shipping on time,0
29109,2016-03-05 21:49:00,5,4,Standard Class,Late delivery,1
50242,2017-01-06 09:39:00,3,4,Standard Class,Advance shipping,0
48625,2016-12-16 19:09:00,6,4,Standard Class,Late delivery,1
23550,2015-12-16 18:15:00,6,4,Standard Class,Late delivery,1
22099,2015-11-24 13:54:00,5,4,Standard Class,Late delivery,1
28839,2016-03-01 23:14:00,5,4,Standard Class,Late delivery,1
41543,2016-09-02 10:00:00,4,4,Standard Class,Shipping on time,0
42693,2016-09-19 04:54:00,4,4,Standard Class,Shipping on time,0
24229,2015-12-25 16:08:00,5,4,Standard Class,Late delivery,1
30243,2016-03-21 11:07:00,4,4,Standard Class,Shipping on time,0
73583,2017-12-14 03:03:00,4,4,Standard Class,Shipping on time,0
73619,2017-12-15 15:39:00,5,4,Standard Class,Late delivery,1
71639,2017-11-16 17:58:00,5,4,Standard Class,Late delivery,1
75067,2018-01-03 18:57:00,3,4,Standard Class,Advance shipping,0
71650,2017-11-17 21:50:00,6,4,Standard Class,Late delivery,1
71704,2017-11-17 16:45:00,5,4,Standard Class,Late delivery,1
74201,2017-12-21 03:33:00,2,4,Standard Class,Advance shipping,0
75063,2018-01-04 17:33:00,4,4,Standard Class,Shipping on time,0
76514,2018-01-26 21:54:00,5,4,Standard Class,Late delivery,1
71663,2017-11-16 02:23:00,4,4,Standard Class,Shipping on time,0
37183,2016-06-30 18:30:00,4,4,Standard Class,Shipping on time,0
32183,2016-04-18 18:47:00,4,4,Standard Class,Shipping on time,0
40322,2016-08-14 14:14:00,3,4,Standard Class,Advance shipping,0
33360,2016-05-07 23:08:00,6,4,Standard Class,Late delivery,1
32138,2016-04-18 03:01:00,4,4,Standard Class,Shipping on time,0
34045,2016-05-17 23:07:00,6,4,Standard Class,Late delivery,1
31400,2016-04-09 08:28:00,6,4,Standard Class,Late delivery,1
37925,2016-07-13 14:27:00,6,4,Standard Class,Late delivery,1
37882,2016-07-09 23:24:00,3,4,Standard Class,Advance shipping,0
34266,2016-05-17 04:33:00,2,4,Standard Class,Advance shipping,0
32459,2016-04-23 19:28:00,5,4,Standard Class,Late delivery,1
11167,2015-06-15 23:56:00,3,4,Standard Class,Advance shipping,0
62333,2017-07-02 21:40:00,4,4,Standard Class,Shipping on time,0
65755,2017-08-23 20:33:00,6,4,Standard Class,Late delivery,1
10511,2015-06-05 10:07:00,2,4,Standard Class,Advance shipping,0
62324,2017-07-03 18:31:00,5,4,Standard Class,Late delivery,1
62967,2017-07-11 03:47:00,3,4,Standard Class,Advance shipping,0
19450,2015-10-17 21:51:00,6,4,Standard Class,Late delivery,1
66185,2017-08-30 03:12:00,6,4,Standard Class,Late delivery,1
13832,2015-07-24 21:36:00,3,4,Standard Class,Advance shipping,0
18180,2015-09-29 08:54:00,6,4,Standard Class,Late delivery,1
67428,2017-09-15 06:40:00,4,4,Standard Class,Shipping on time,0
63160,2017-07-16 23:24:00,6,4,Standard Class,Late delivery,1
67368,2017-09-14 09:39:00,4,4,Standard Class,Shipping on time,0
68478,2017-09-30 14:32:00,4,4,Standard Class,Shipping on time,0
13595,2015-07-24 10:35:00,6,4,Standard Class,Late delivery,1
62076,2017-06-27 03:38:00,2,4,Standard Class,Advance shipping,0
62026,2017-06-26 10:07:00,2,4,Standard Class,Advance shipping,0
18924,2015-10-09 05:34:00,5,4,Standard Class,Late delivery,1
15140,2015-08-15 23:51:00,6,4,Standard Class,Late delivery,1
63128,2017-07-14 12:12:00,4,4,Standard Class,Shipping on time,0
64589,2017-08-05 20:03:00,5,4,Standard Class,Late delivery,1
18254,2015-09-29 10:50:00,5,4,Standard Class,Late delivery,1
18190,2015-09-29 12:25:00,6,4,Standard Class,Late delivery,1
42464,2016-09-16 20:40:00,5,4,Standard Class,Late delivery,1
60810,2017-06-12 16:06:00,6,4,Standard Class,Late delivery,1
60253,2017-06-02 12:57:00,4,4,Standard Class,Shipping on time,0
59965,2017-05-31 08:03:00,6,4,Standard Class,Late delivery,1
59951,2017-05-27 03:09:00,2,4,Standard Class,Advance shipping,0
58381,2017-05-04 05:06:00,2,4,Standard Class,Advance shipping,0
58309,2017-05-06 03:53:00,5,4,Standard Class,Late delivery,1
56732,2017-04-11 03:23:00,3,4,Standard Class,Advance shipping,0
52139,2017-02-05 02:15:00,5,4,Standard Class,Late delivery,1
3950,2015-03-05 15:30:00,6,4,Standard Class,Late delivery,1
8477,2015-05-07 17:31:00,3,4,Standard Class,Advance shipping,0
659,2015-01-15 14:31:00,5,4,Standard Class,Late delivery,1
55464,2017-03-25 15:09:00,5,4,Standard Class,Late delivery,1
58401,2017-05-04 12:07:00,2,4,Standard Class,Advance shipping,0
5103,2015-03-20 11:27:00,4,4,Standard Class,Shipping on time,0
599,2015-01-14 17:30:00,5,4,Standard Class,Late delivery,1
9745,2015-05-29 05:45:00,6,4,Standard Class,Late delivery,1
9248,2015-05-19 23:38:00,4,4,Standard Class,Shipping on time,0
59184,2017-05-18 22:26:00,5,4,Standard Class,Late delivery,1
5101,2015-03-18 10:45:00,2,4,Standard Class,Advance shipping,0
60172,2017-05-31 08:34:00,3,4,Standard Class,Advance shipping,0
7488,2015-04-24 07:01:00,4,4,Standard Class,Shipping on time,0
5510,2015-03-28 10:02:00,6,4,Standard Class,Late delivery,1
53871,2017-02-27 09:03:00,2,4,Standard Class,Advance shipping,0
8727,2015-05-11 09:06:00,3,4,Standard Class,Advance shipping,0
56735,2017-04-14 04:26:00,6,4,Standard Class,Late delivery,1
8002,2015-04-30 19:06:00,3,4,Standard Class,Advance shipping,0
2080,2015-02-06 08:21:00,6,4,Standard Class,Late delivery,1
473,2015-01-11 21:21:00,4,4,Standard Class,Shipping on time,0
53491,2017-02-21 19:55:00,2,4,Standard Class,Advance shipping,0
60142,2017-05-30 22:04:00,3,4,Standard Class,Advance shipping,0
2048,2015-02-03 21:09:00,4,4,Standard Class,Shipping on time,0
6770,2015-04-15 19:28:00,6,4,Standard Class,Late delivery,1
7314,2015-04-22 18:04:00,5,4,Standard Class,Late delivery,1
6102,2015-04-03 01:27:00,3,4,Standard Class,Advance shipping,0
2682,2015-02-12 03:16:00,3,4,Standard Class,Advance shipping,0
56254,2017-04-06 03:55:00,5,4,Standard Class,Late delivery,1
1484,2015-01-27 15:33:00,5,4,Standard Class,Late delivery,1
57187,2017-04-17 18:48:00,3,4,Standard Class,Advance shipping,0
4193,2015-03-07 04:38:00,4,4,Standard Class,Shipping on time,0
5289,2015-03-24 04:37:00,5,4,Standard Class,Late delivery,1
61333,2017-06-18 07:19:00,4,4,Standard Class,Shipping on time,0
56166,2017-04-01 21:06:00,2,4,Standard Class,Advance shipping,0
56559,2017-04-10 14:47:00,5,4,Standard Class,Late delivery,1
5051,2015-03-17 17:14:00,2,4,Standard Class,Advance shipping,0
53649,2017-02-27 03:17:00,5,4,Standard Class,Late delivery,1
7299,2015-04-22 12:48:00,5,4,Standard Class,Late delivery,1
9412,2015-05-21 09:05:00,3,4,Standard Class,Advance shipping,0
10172,2015-06-01 11:21:00,3,4,Standard Class,Advance shipping,0
59016,2017-05-13 11:34:00,2,4,Standard Class,Advance shipping,0
53633,2017-02-25 21:40:00,4,4,Standard Class,Shipping on time,0
57407,2017-04-20 23:52:00,3,4,Standard Class,Advance shipping,0
53074,2017-02-18 17:50:00,5,4,Standard Class,Late delivery,1
2481,2015-02-08 04:51:00,2,4,Standard Class,Advance shipping,0
57403,2017-04-21 22:28:00,4,4,Standard Class,Shipping on time,0
56496,2017-04-06 16:42:00,2,4,Standard Class,Advance shipping,0
55206,2017-03-18 20:46:00,2,4,Standard Class,Advance shipping,0
884,2015-01-18 21:21:00,5,4,Standard Class,Late delivery,1
51408,2017-01-24 10:09:00,4,4,Standard Class,Shipping on time,0
54979,2017-03-18 13:14:00,5,4,Standard Class,Late delivery,1
56785,2017-04-14 21:57:00,6,4,Standard Class,Late delivery,1
54009,2017-03-04 09:24:00,5,4,Standard Class,Late delivery,1
57375,2017-04-23 12:40:00,6,4,Standard Class,Late delivery,1
54016,2017-03-01 11:51:00,2,4,Standard Class,Advance shipping,0
551,2015-01-11 00:41:00,2,4,Standard Class,Advance shipping,0
61127,2017-06-14 07:09:00,3,4,Standard Class,Advance shipping,0
4285,2015-03-10 12:52:00,6,4,Standard Class,Late delivery,1
52003,2017-02-02 02:37:00,4,4,Standard Class,Shipping on time,0
58097,2017-05-01 01:36:00,3,4,Standard Class,Advance shipping,0
54479,2017-03-11 06:04:00,5,4,Standard Class,Late delivery,1
53426,2017-02-20 21:09:00,2,4,Standard Class,Advance shipping,0
10131,2015-05-30 20:59:00,2,4,Standard Class,Advance shipping,0
4142,2015-03-05 10:46:00,3,4,Standard Class,Advance shipping,0
1173,2015-01-22 02:36:00,4,4,Standard Class,Shipping on time,0
55532,2017-03-24 14:58:00,3,4,Standard Class,Advance shipping,0
2171,2015-02-03 16:14:00,2,4,Standard Class,Advance shipping,0
5710,2015-03-31 08:07:00,6,4,Standard Class,Late delivery,1
5024,2015-03-20 07:46:00,5,4,Standard Class,Late delivery,1
7283,2015-04-21 07:12:00,4,4,Standard Class,Shipping on time,0
9510,2015-05-25 19:25:00,6,4,Standard Class,Late delivery,1
56698,2017-04-11 15:29:00,4,4,Standard Class,Shipping on time,0
2645,2015-02-14 14:18:00,6,4,Standard Class,Late delivery,1
57640,2017-04-27 09:30:00,6,4,Standard Class,Late delivery,1
53609,2017-02-26 13:16:00,5,4,Standard Class,Late delivery,1
59777,2017-05-25 14:11:00,3,4,Standard Class,Advance shipping,0
1427,2015-01-24 19:35:00,3,4,Standard Class,Advance shipping,0
6781,2015-04-11 23:20:00,2,4,Standard Class,Advance shipping,0
621,2015-01-12 01:12:00,2,4,Standard Class,Advance shipping,0
60261,2017-05-31 15:45:00,2,4,Standard Class,Advance shipping,0
7257,2015-04-19 22:06:00,3,4,Standard Class,Advance shipping,0
61513,2017-06-20 22:23:00,4,4,Standard Class,Shipping on time,0
57840,2017-04-30 07:34:00,6,4,Standard Class,Late delivery,1
57839,2017-04-29 07:13:00,5,4,Standard Class,Late delivery,1
52817,2017-02-12 23:47:00,3,4,Standard Class,Advance shipping,0
56643,2017-04-10 20:12:00,4,4,Standard Class,Shipping on time,0
60016,2017-05-28 01:55:00,2,4,Standard Class,Advance shipping,0
54252,2017-03-05 22:32:00,3,4,Standard Class,Advance shipping,0
6769,2015-04-14 19:07:00,5,4,Standard Class,Late delivery,1
57417,2017-04-21 03:22:00,3,4,Standard Class,Advance shipping,0
3814,2015-03-02 15:51:00,5,4,Standard Class,Late delivery,1
1098,2015-01-21 00:19:00,4,4,Standard Class,Shipping on time,0
55297,2017-03-21 04:39:00,3,4,Standard Class,Advance shipping,0
9691,2015-05-24 10:50:00,2,4,Standard Class,Advance shipping,0
2602,2015-02-10 23:14:00,3,4,Standard Class,Advance shipping,0
58581,2017-05-07 03:11:00,2,4,Standard Class,Advance shipping,0
52767,2017-02-12 06:16:00,3,4,Standard Class,Advance shipping,0
57606,2017-04-22 21:35:00,2,4,Standard Class,Advance shipping,0
7182,2015-04-18 19:49:00,3,4,Standard Class,Advance shipping,0
60215,2017-06-03 23:38:00,6,4,Standard Class,Late delivery,1
53950,2017-03-04 12:44:00,6,4,Standard Class,Late delivery,1
7755,2015-04-30 04:34:00,6,4,Standard Class,Late delivery,1
7977,2015-04-30 10:20:00,3,4,Standard Class,Advance shipping,0
9633,2015-05-25 14:31:00,4,4,Standard Class,Shipping on time,0
3622,2015-02-25 20:35:00,3,4,Standard Class,Advance shipping,0
52246,2017-02-03 15:45:00,2,4,Standard Class,Advance shipping,0
4102,2015-03-04 20:45:00,3,4,Standard Class,Advance shipping,0
55284,2017-03-23 00:05:00,5,4,Standard Class,Late delivery,1
7377,2015-04-21 16:08:00,3,4,Standard Class,Advance shipping,0
57603,2017-04-24 20:32:00,4,4,Standard Class,Shipping on time,0
1736,2015-01-28 07:50:00,2,4,Standard Class,Advance shipping,0
2387,2015-02-07 19:55:00,3,4,Standard Class,Advance shipping,0
51886,2017-01-29 09:37:00,2,4,Standard Class,Advance shipping,0
59953,2017-05-29 03:51:00,4,4,Standard Class,Shipping on time,0
7736,2015-04-25 21:54:00,2,4,Standard Class,Advance shipping,0
350,2015-01-12 02:16:00,6,4,Standard Class,Late delivery,1
60781,2017-06-08 05:56:00,2,4,Standard Class,Advance shipping,0
5163,2015-03-21 08:28:00,4,4,Standard Class,Shipping on time,0
2545,2015-02-13 03:16:00,6,4,Standard Class,Late delivery,1
60402,2017-06-03 17:09:00,3,4,Standard Class,Advance shipping,0
7114,2015-04-19 20:00:00,5,4,Standard Class,Late delivery,1
51598,2017-01-27 04:43:00,4,4,Standard Class,Shipping on time,0
53902,2017-02-28 19:55:00,3,4,Standard Class,Advance shipping,0
54872,2017-03-14 23:45:00,3,4,Standard Class,Advance shipping,0
7332,2015-04-21 00:22:00,3,4,Standard Class,Advance shipping,0
10088,2015-06-01 05:55:00,4,4,Standard Class,Shipping on time,0
51826,2017-01-28 12:36:00,2,4,Standard Class,Advance shipping,0
54862,2017-03-14 20:15:00,3,4,Standard Class,Advance shipping,0
60350,2017-06-05 22:56:00,6,4,Standard Class,Late delivery,1
3962,2015-03-02 19:42:00,3,4,Standard Class,Advance shipping,0
55106,2017-03-17 09:44:00,2,4,Standard Class,Advance shipping,0
53863,2017-03-01 06:15:00,4,4,Standard Class,Shipping on time,0
9325,2015-05-23 02:36:00,6,4,Standard Class,Late delivery,1
57063,2017-04-16 23:21:00,4,4,Standard Class,Shipping on time,0
53655,2017-02-28 05:23:00,6,4,Standard Class,Late delivery,1
2255,2015-02-08 21:40:00,6,4,Standard Class,Late delivery,1
60096,2017-05-29 05:57:00,2,4,Standard Class,Advance shipping,0
54305,2017-03-09 17:06:00,6,4,Standard Class,Late delivery,1
4597,2015-03-12 02:11:00,3,4,Standard Class,Advance shipping,0
1618,2015-01-28 14:30:00,4,4,Standard Class,Shipping on time,0
58845,2017-05-14 23:40:00,6,4,Standard Class,Late delivery,1
54080,2017-03-06 10:16:00,6,4,Standard Class,Late delivery,1
58844,2017-05-13 23:19:00,5,4,Standard Class,Late delivery,1
60640,2017-06-10 04:32:00,6,4,Standard Class,Late delivery,1
52893,2017-02-15 02:25:00,4,4,Standard Class,Shipping on time,0
8049,2015-05-03 11:34:00,5,4,Standard Class,Late delivery,1
60284,2017-06-03 23:49:00,5,4,Standard Class,Late delivery,1
53483,2017-02-23 17:07:00,4,4,Standard Class,Shipping on time,0
2712,2015-02-12 13:47:00,3,4,Standard Class,Advance shipping,0
6926,2015-04-14 02:08:00,2,4,Standard Class,Advance shipping,0
5902,2015-03-31 03:22:00,3,4,Standard Class,Advance shipping,0
509,2015-01-13 09:58:00,5,4,Standard Class,Late delivery,1
52348,2017-02-07 03:29:00,4,4,Standard Class,Shipping on time,0
58336,2017-05-03 13:20:00,2,4,Standard Class,Advance shipping,0
8675,2015-05-13 14:53:00,6,4,Standard Class,Late delivery,1
9789,2015-05-28 21:10:00,5,4,Standard Class,Late delivery,1
53328,2017-02-21 10:49:00,4,4,Standard Class,Shipping on time,0
61391,2017-06-17 03:39:00,2,4,Standard Class,Advance shipping,0
55956,2017-03-29 19:31:00,2,4,Standard Class,Advance shipping,0
7551,2015-04-23 05:06:00,2,4,Standard Class,Advance shipping,0
7441,2015-04-21 14:33:00,2,4,Standard Class,Advance shipping,0
60178,2017-06-01 10:41:00,4,4,Standard Class,Shipping on time,0
1350,2015-01-26 16:36:00,6,4,Standard Class,Late delivery,1
727,2015-01-14 14:21:00,3,4,Standard Class,Advance shipping,0
59977,2017-05-28 12:15:00,3,4,Standard Class,Advance shipping,0
9959,2015-05-31 08:43:00,5,4,Standard Class,Late delivery,1
4245,2015-03-09 22:51:00,6,4,Standard Class,Late delivery,1
52328,2017-02-06 20:28:00,4,4,Standard Class,Shipping on time,0
10233,2015-06-03 08:43:00,4,4,Standard Class,Shipping on time,0
61381,2017-06-17 00:08:00,2,4,Standard Class,Advance shipping,0
57509,2017-04-24 11:36:00,5,4,Standard Class,Late delivery,1
8126,2015-05-01 14:32:00,2,4,Standard Class,Advance shipping,0
3505,2015-02-27 03:36:00,6,4,Standard Class,Late delivery,1
57896,2017-04-27 03:11:00,2,4,Standard Class,Advance shipping,0
5566,2015-03-25 05:40:00,2,4,Standard Class,Advance shipping,0
4054,2015-03-06 03:56:00,5,4,Standard Class,Late delivery,1
59608,2017-05-24 02:59:00,4,4,Standard Class,Shipping on time,0
10267,2015-06-02 20:38:00,3,4,Standard Class,Advance shipping,0
9165,2015-05-20 18:33:00,6,4,Standard Class,Late delivery,1
674,2015-01-15 19:46:00,5,4,Standard Class,Late delivery,1
463,2015-01-11 17:51:00,4,4,Standard Class,Shipping on time,0
746,2015-01-13 21:00:00,2,4,Standard Class,Advance shipping,0
55898,2017-03-30 23:12:00,4,4,Standard Class,Shipping on time,0
6318,2015-04-07 05:07:00,4,4,Standard Class,Shipping on time,0
57135,2017-04-20 00:35:00,6,4,Standard Class,Late delivery,1
54403,2017-03-09 03:26:00,4,4,Standard Class,Shipping on time,0
7107,2015-04-17 17:32:00,3,4,Standard Class,Advance shipping,0
53122,2017-02-17 10:39:00,3,4,Standard Class,Advance shipping,0
927,2015-01-17 12:25:00,3,4,Standard Class,Advance shipping,0
55894,2017-03-31 21:48:00,5,4,Standard Class,Late delivery,1
58241,2017-05-02 04:03:00,2,4,Standard Class,Advance shipping,0
1571,2015-01-25 22:02:00,2,4,Standard Class,Advance shipping,0
9236,2015-05-17 19:25:00,2,4,Standard Class,Advance shipping,0
9014,2015-05-17 13:39:00,5,4,Standard Class,Late delivery,1
51585,2017-01-29 00:10:00,6,4,Standard Class,Late delivery,1
60033,2017-05-30 07:53:00,4,4,Standard Class,Shipping on time,0
3240,2015-02-23 06:45:00,6,4,Standard Class,Late delivery,1
1230,2015-01-24 22:34:00,6,4,Standard Class,Late delivery,1
7366,2015-04-20 12:17:00,2,4,Standard Class,Advance shipping,0
4535,2015-03-14 04:27:00,6,4,Standard Class,Late delivery,1
3985,2015-03-06 03:46:00,6,4,Standard Class,Late delivery,1
3422,2015-02-22 22:31:00,3,4,Standard Class,Advance shipping,0
51688,2017-01-28 12:15:00,4,4,Standard Class,Shipping on time,0
3225,2015-02-23 01:30:00,6,4,Standard Class,Late delivery,1
59532,2017-05-22 00:21:00,3,4,Standard Class,Advance shipping,0
4143,2015-03-06 11:07:00,4,4,Standard Class,Shipping on time,0
7288,2015-04-21 08:57:00,4,4,Standard Class,Shipping on time,0
4282,2015-03-07 11:49:00,3,4,Standard Class,Advance shipping,0
324,2015-01-10 17:09:00,5,4,Standard Class,Late delivery,1
7965,2015-05-03 06:08:00,6,4,Standard Class,Late delivery,1
1410,2015-01-27 13:38:00,6,4,Standard Class,Late delivery,1
56131,2017-04-01 08:50:00,2,4,Standard Class,Advance shipping,0
57742,2017-04-25 21:14:00,3,4,Standard Class,Advance shipping,0
7043,2015-04-17 19:07:00,4,4,Standard Class,Shipping on time,0
6153,2015-04-04 19:19:00,4,4,Standard Class,Shipping on time,0
8823,2015-05-13 18:44:00,4,4,Standard Class,Shipping on time,0
3810,2015-03-03 14:27:00,6,4,Standard Class,Late delivery,1
54599,2017-03-13 00:06:00,5,4,Standard Class,Late delivery,1
9931,2015-05-27 22:55:00,2,4,Standard Class,Advance shipping,0
56252,2017-04-04 03:13:00,3,4,Standard Class,Advance shipping,0
6059,2015-04-04 10:23:00,5,4,Standard Class,Late delivery,1
2356,2015-02-06 09:03:00,2,4,Standard Class,Advance shipping,0
4072,2015-03-04 10:15:00,3,4,Standard Class,Advance shipping,0
1858,2015-02-01 02:35:00,4,4,Standard Class,Shipping on time,0
5939,2015-04-02 16:20:00,5,4,Standard Class,Late delivery,1
6085,2015-04-05 19:29:00,6,4,Standard Class,Late delivery,1
8173,2015-05-04 07:00:00,4,4,Standard Class,Shipping on time,0
59181,2017-05-15 21:23:00,2,4,Standard Class,Advance shipping,0
7269,2015-04-22 02:18:00,5,4,Standard Class,Late delivery,1
54277,2017-03-06 07:18:00,3,4,Standard Class,Advance shipping,0
8203,2015-05-04 17:31:00,4,4,Standard Class,Shipping on time,0
802,2015-01-15 16:37:00,3,4,Standard Class,Advance shipping,0
7503,2015-04-24 12:17:00,4,4,Standard Class,Shipping on time,0
7235,2015-04-22 14:23:00,6,4,Standard Class,Late delivery,1
53369,2017-02-23 01:11:00,5,4,Standard Class,Late delivery,1
56003,2017-04-01 11:59:00,4,4,Standard Class,Shipping on time,0
8801,2015-05-11 11:01:00,2,4,Standard Class,Advance shipping,0
1707,2015-01-28 21:41:00,3,4,Standard Class,Advance shipping,0
6816,2015-04-12 11:35:00,2,4,Standard Class,Advance shipping,0
3751,2015-02-26 17:47:00,2,4,Standard Class,Advance shipping,0
53167,2017-02-18 02:25:00,3,4,Standard Class,Advance shipping,0
1106,2015-01-19 03:07:00,2,4,Standard Class,Advance shipping,0
53701,2017-02-24 21:30:00,2,4,Standard Class,Advance shipping,0
7008,2015-04-17 06:51:00,4,4,Standard Class,Shipping on time,0
9374,2015-05-22 19:46:00,5,4,Standard Class,Late delivery,1
368,2015-01-10 08:34:00,4,4,Standard Class,Shipping on time,0
10230,2015-06-05 07:40:00,6,4,Standard Class,Late delivery,1
56956,2017-04-13 09:52:00,2,4,Standard Class,Advance shipping,0
52744,2017-02-13 22:13:00,5,4,Standard Class,Late delivery,1
9932,2015-05-28 23:16:00,3,4,Standard Class,Advance shipping,0
57739,2017-04-27 20:11:00,5,4,Standard Class,Late delivery,1
54576,2017-03-09 16:03:00,2,4,Standard Class,Advance shipping,0
53477,2017-02-22 15:01:00,3,4,Standard Class,Advance shipping,0
2524,2015-02-11 19:55:00,5,4,Standard Class,Late delivery,1
54690,2017-03-15 07:59:00,6,4,Standard Class,Late delivery,1
6356,2015-04-05 18:26:00,2,4,Standard Class,Advance shipping,0
53176,2017-02-17 05:34:00,2,4,Standard Class,Advance shipping,0
57298,2017-04-20 09:41:00,4,4,Standard Class,Shipping on time,0
7873,2015-04-29 21:54:00,4,4,Standard Class,Shipping on time,0
7200,2015-04-22 02:07:00,6,4,Standard Class,Late delivery,1
60614,2017-06-08 19:26:00,5,4,Standard Class,Late delivery,1
52084,2017-02-04 06:59:00,5,4,Standard Class,Late delivery,1
57260,2017-04-21 20:22:00,6,4,Standard Class,Late delivery,1
52832,2017-02-13 05:03:00,3,4,Standard Class,Advance shipping,0
60601,2017-06-05 14:52:00,2,4,Standard Class,Advance shipping,0
54715,2017-03-15 16:45:00,6,4,Standard Class,Late delivery,1
3381,2015-02-21 08:09:00,2,4,Standard Class,Advance shipping,0
58190,2017-05-05 10:11:00,6,4,Standard Class,Late delivery,1
54436,2017-03-07 15:00:00,2,4,Standard Class,Advance shipping,0
2781,2015-02-12 13:57:00,2,4,Standard Class,Advance shipping,0
3556,2015-02-23 21:28:00,2,4,Standard Class,Advance shipping,0
1668,2015-01-29 08:01:00,4,4,Standard Class,Shipping on time,0
59862,2017-05-26 19:58:00,3,4,Standard Class,Advance shipping,0
59858,2017-05-27 18:34:00,4,4,Standard Class,Shipping on time,0
51798,2017-01-30 02:47:00,4,4,Standard Class,Shipping on time,0
61530,2017-06-23 04:20:00,6,4,Standard Class,Late delivery,1
4570,2015-03-14 16:43:00,6,4,Standard Class,Late delivery,1
3676,2015-02-25 15:30:00,2,4,Standard Class,Advance shipping,0
59995,2017-05-31 18:34:00,6,4,Standard Class,Late delivery,1
